Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-100014,2024-10-06,2024-10-07,Standard Class,CUST-1124,Customer 1187,Corporate,United States,Cleveland,Ohio,85001,West,PROD-1259,Office Supplies,Paper,Paper Product 20,2077.05,5,0.3,-60.82
ORD-100015,2025-05-25,2025-05-27,Same Day,CUST-1129,Customer 1011,Consumer,United States,Buffalo,New York,90001,Central,PROD-1151,Office Supplies,Art Supplies,Art Supplies Product 31,703.35,3,0.15,128.87
ORD-100016,2024-05-23,2024-05-25,Standard Class,CUST-1048,Customer 1140,Consumer,United States,Rochester,New York,60601,South,PROD-1009,Furniture,Tables,Tables Product 19,1277.24,2,0.15,108.08
ORD-100017,2024-04-29,2024-05-03,Second Class,CUST-1104,Customer 1084,Corporate,United States,Tucson,Arizona,10001,South,PROD-1099,Office Supplies,Art Supplies,Art Supplies Product 25,421.62,1,0.1,88.35
ORD-100018,2024-12-03,2024-12-04,Same Day,CUST-1033,Customer 1142,Consumer,United States,Tucson,Arizona,85001,South,PROD-1135,Technology,Accessories,Accessories Product 67,906.86,2,0.2,-14.67
ORD-100019,2025-04-14,2025-04-19,First Class,CUST-1182,Customer 1008,Home Office,United States,San Jose,California,10001,Central,PROD-1277,Technology,Printers,Printers Product 30,1202.53,7,0.3,130.5
ORD-100020,2025-03-28,2025-03-29,Same Day,CUST-1017,Customer 1172,Corporate,United States,Columbus,Ohio,60601,Central,PROD-1006,Technology,Printers,Printers Product 37,1891.68,4,0.1,231.32
ORD-100021,2025-08-29,2025-09-03,Same Day,CUST-1215,Customer 1161,Home Office,United States,Seattle,Washington,85001,Central,PROD-1281,Technology,Phones,Phones Product 54,1912.35,3,0.15,53.87
ORD-100022,2025-09-17,2025-09-19,Second Class,CUST-1218,Customer 1017,Consumer,United States,Tucson,Arizona,90001,East,PROD-1246,Furniture,Bookcases,Bookcases Product 48,4505.55,7,0.05,331.15
ORD-100023,2025-06-21,2025-06-22,Same Day,CUST-1173,Customer 1020,Consumer,United States,Austin,Texas,85001,South,PROD-1142,Office Supplies,Paper,Paper Product 76,526.38,3,0.2,-26.54
ORD-100024,2025-12-27,2026-01-01,Second Class,CUST-1058,Customer 1058,Corporate,United States,Cleveland,Ohio,90001,South,PROD-1170,Office Supplies,Labels,Labels Product 70,244.51,7,0.0,18.88
ORD-100025,2024-09-20,2024-09-24,Second Class,CUST-1109,Customer 1224,Corporate,United States,New York City,New York,43215,East,PROD-1311,Office Supplies,Binders,Binders Product 40,926.2,5,0.15,99.1
ORD-100026,2025-10-31,2025-11-02,Standard Class,CUST-1218,Customer 1117,Corporate,United States,Orlando,Florida,43215,East,PROD-1129, technology ,Accessories,Accessories Product 58,1557.99,3,0.1,140.77
ORD-100027,2024-04-05,2024-04-10,Standard Class,CUST-1016,Customer 1189,Home Office,United States,Cleveland,Ohio,85001,East,PROD-1069,Furniture,Chairs,Chairs Product 22,431.34,6,0.0,85.6
ORD-100028,2025-10-17,2025-10-21,Standard Class,CUST-1047,Customer 1241,Corporate,United States,Buffalo,New York,98101,Central,PROD-1204,Technology,Laptops,Laptops Product 16,1486.53,3,0.0,181.43
ORD-100029,2025-07-04,2025-07-06,Second Class,CUST-1246,Customer 1069,Corporate,United States,Phoenix,Arizona,33101,East,PROD-1250,Furniture,Tables,Tables Product 19,490.0,4,0.3,15.16
ORD-100030,2025-05-30,2025-06-02,Same Day,CUST-1152,Customer 1140,Corporate,United States,Los Angeles,California,10001,South,PROD-1033,Furniture,Storage,Storage Product 33,4301.01,7,0.15,421.87
ORD-100031,2024-09-24,2024-09-29,Standard Class,CUST-1012,Customer 1095,Corporate,United States,New York City,New York,73301,West,PROD-1242,Technology,Laptops,Laptops Product 35,1606.29,3,0.05,99.76
ORD-100032,2025-08-24,2025-08-26,Standard Class,CUST-1114,Customer 1237,Home Office,United States,Houston,Texas,60601,South,PROD-1217,Office Supplies,Paper,Paper Product 21,3189.78,6,0.0,507.33
ORD-100033,2025-04-01,2025-04-06,Same Day,CUST-1113,Customer 1183,Consumer,United States,Orlando,Florida,43215,West,PROD-1286,Technology,Phones,Phones Product 17,1931.82,3,0.15,90.38
ORD-100034,2024-12-07,2024-12-12,Standard Class,CUST-1147,Customer 1076,Consumer,United States,Miami,Florida,43215,South,PROD-1206,Technology,Accessories,Accessories Product 52,2916.7,5,0.0,154.11
ORD-100035,2024-03-09,2024-03-13,Standard Class,CUST-1151,Customer 1144,Consumer,United States,Columbus,Ohio,43215,West,PROD-1181,Office Supplies,Binders,Binders Product 42,1189.08,3,0.15,141.39
ORD-100036,2025-09-25,2025-09-27,First Class,CUST-1076,Customer 1009,Corporate,United States,Spokane,Washington,73301,South,PROD-1253,Furniture,Bookcases,Bookcases Product 7,2411.15,5,0.2,34.29
ORD-100037,2025-01-27,2025-02-01,Second Class,CUST-1083,Customer 1136,Consumer,United States,Tucson,Arizona,90001,Central,PROD-1145,Furniture,Chairs,Chairs Product 71,1162.06,2,0.05,37.21
ORD-100038,2024-09-08,2024-09-11,Second Class,CUST-1090,Customer 1019,Home Office,United States,Orlando,Florida,98101,East,PROD-1173,Technology,Phones,Phones Product 13,2235.1,7,0.15,204.55
ORD-100039,2025-10-21,2025-10-24,Standard Class,CUST-1092,Customer 1190,Consumer,United States,Tacoma,Washington,43215,South,PROD-1312,Furniture,Storage,Storage Product 33,2005.88,4,0.0,438.51
ORD-100040,2025-07-09,2025-07-14,First Class,CUST-1229,Customer 1164,Home Office,United States,Tacoma,Washington,10001,South,PROD-1047,Furniture,Chairs,Chairs Product 49,3153.9,5,0.2,23.48
ORD-100041,2025-01-07,2025-01-09,Same Day,CUST-1016,Customer 1200,Corporate,United States,Columbus,Ohio,33101,South,PROD-1156,Furniture,Bookcases,Bookcases Product 8,2308.74,6,0.0,599.49
ORD-100042,2025-10-09,2025-10-10,Same Day,CUST-1192,Customer 1155,Corporate,United States,Orlando,Florida,43215,West,PROD-1201,Furniture,Storage,Storage Product 33,316.7,2,0.15,-7.55
ORD-100043,2025-07-11,2025-07-16,First Class,CUST-1153,Customer 1194,Corporate,United States,Chicago,Illinois,85001,Central,PROD-1242,Technology,Printers,Printers Product 5,1610.34,3,0.05,181.15
ORD-100044,2024-03-05,2024-03-07,First Class,CUST-1217,Customer 1086,Home Office,United States,San Diego,California,10001,West,PROD-1098,Office Supplies,Art Supplies,Art Supplies Product 1,1283.76,2,0.0,167.42
ORD-100045,2025-04-20,2025-04-25,First Class,CUST-1229,Customer 1053,Consumer,United States,Cleveland,Ohio,73301,Central,PROD-1083,Technology,Printers,Printers Product 17,352.91,1,0.2,59.71
ORD-100046,2024-01-01,2024-01-02,Same Day,CUST-1032,Customer 1034,Home Office,United States,San Diego,California,85001,East,PROD-1154,Technology,Accessories,Accessories Product 34,561.84,3,0.15,6.95
ORD-100047,2024-11-01,2024-11-04,Standard Class,CUST-1145,Customer 1112,Home Office,United States,Rochester,New York,43215,East,PROD-1207,Furniture,Tables,Tables Product 14,2131.4,4,0.15,196.36
ORD-100048,2025-02-25,2025-02-28,First Class,CUST-1191,Customer 1226,Consumer,United States,Rochester,New York,98101,West,PROD-1335,Furniture,Bookcases,Bookcases Product 30,2550.16,4,0.05,392.93
ORD-100049,2024-05-12,2024-05-16,Same Day,CUST-1216,Customer 1069,Corporate,United States,New York City,New York,98101,West,PROD-1205,Office Supplies,Binders,Binders Product 43,529.15,5,0.0,83.66
ORD-100050,2025-10-24,2025-10-28,Same Day,CUST-1132,Customer 1184,Consumer,United States,Columbus,Ohio,10001,South,PROD-1195,Office Supplies,Labels,Labels Product 27,2695.56,7,0.1,49.38
ORD-100051,2025-09-25,2025-09-27,Standard Class,CUST-1022,Customer 1149,Corporate,United States,Houston,Texas,90001,West,PROD-1233,Technology,Printers,Printers Product 12,114.21,3,0.2,1.46
ORD-100052,2024-03-18,2024-03-19,Second Class,CUST-1239,Customer 1056,Corporate,United States,Houston,Texas,10001,East,PROD-1048,Furniture,Tables,Tables Product 61,904.94,2,0.0,56.24
ORD-100053,2024-01-08,2024-01-10,Same Day,CUST-1215,Customer 1078,Corporate,United States,Miami,Florida,60601,Central,PROD-1014,Technology,Accessories,Accessories Product 59,393.06,1,0.15,3.04
ORD-100054,2024-12-28,2024-12-31,First Class,CUST-1015,Customer 1192,Consumer,United States,Rochester,New York,43215,West,PROD-1028,Office Supplies,Labels,Labels Product 74,220.08,7,0.05,26.38
ORD-100055,2024-03-26,2024-03-30,Standard Class,CUST-1068,Customer 1138,Home Office,United States,San Jose,California,90001,West,PROD-1146,Office Supplies,Paper,Paper Product 34,707.08,2,0.0,179.4
ORD-100056,2025-08-17,2025-08-19,First Class,CUST-1184,Customer 1059,Consumer,United States,Phoenix,Arizona,98101,West,PROD-1289,Office Supplies,Art Supplies,Art Supplies Product 53,386.1,2,0.3,35.1
ORD-100057,2025-05-17,2025-05-18,First Class,CUST-1131,Customer 1243,Home Office,United States,Tacoma,Washington,85001,West,PROD-1036,Furniture,Chairs,Chairs Product 24,2219.28,4,0.3,-125.56
ORD-100058,2024-01-04,2024-01-07,Second Class,CUST-1185,Customer 1194,Home Office,United States,Austin,Texas,10001,South,PROD-1026,Office Supplies,Binders,Binders Product 51,3733.03,7,0.0,589.0
ORD-100059,2025-02-13,2025-02-14,Same Day,CUST-1047,Customer 1001,Corporate,United States,Springfield,Illinois,98101,South,PROD-1038,Technology,Printers,Printers Product 37,2793.54,6,0.15,221.6
ORD-100060,2024-09-15,2024-09-17,Same Day,CUST-1130,Customer 1013,Corporate,United States,Columbus,Ohio,33101,West,PROD-1319,Furniture,Bookcases,Bookcases Product 73,247.57,1,0.05,35.69
ORD-100061,2025-07-03,2025-07-07,Same Day,CUST-1178,Customer 1078,Consumer,United States,Rochester,New York,85001,East,PROD-1137,Technology,Phones,Phones Product 34,3631.32,7,0.0,886.68
ORD-100062,2025-07-25,2025-07-29,Second Class,CUST-1035,Customer 1213,Consumer,United States,San Diego,California,60601,East,PROD-1078,Office Supplies,Labels,Labels Product 26,505.85,5,0.0,111.35
ORD-100063,2024-02-11,2024-02-16,Second Class,CUST-1097,Customer 1023,Home Office,United States,Los Angeles,California,43215,West,PROD-1153,Furniture,Storage,Storage Product 17,447.74,1,0.3,40.71
ORD-100064,2025-09-07,2025-09-10,Same Day,CUST-1042,Customer 1192,Home Office,United States,Cleveland,Ohio,43215,West,PROD-1289,Technology,Laptops,Laptops Product 27,1075.02,3,0.3,108.1
ORD-100065,2025-02-14,2025-02-16,Standard Class,CUST-1123,Customer 1074,Consumer,United States,Los Angeles,California,98101,Central,PROD-1159,Technology,Accessories,Accessories Product 47,723.24,7,0.15,68.18
ORD-100066,2024-06-05,2024-06-07,First Class,CUST-1095,Customer 1115,Home Office,United States,Tampa,Florida,33101,South,PROD-1282,Technology,Printers,Printers Product 43,1611.5,5,0.15,210.85
ORD-100067,2024-09-10,2024-09-12,Second Class,CUST-1107,Customer 1140,Corporate,United States,Tampa,Florida,60601,South,PROD-1210,Office Supplies,Paper,Paper Product 60,461.06,2,0.3,-13.28
ORD-100068,2024-05-06,2024-05-09,Standard Class,CUST-1206,Customer 1040,Consumer,United States,Miami,Florida,98101,East,PROD-1257,Office Supplies,Art Supplies,Art Supplies Product 46,1008.12,2,0.05,29.28
ORD-100069,2025-02-23,2025-02-26,Same Day,CUST-1143,Customer 1149,Home Office,United States,Dallas,Texas,90001,West,PROD-1137,Technology,Phones,Phones Product 74,3277.92,6,0.0,815.46
ORD-100070,2025-07-28,2025-07-30,First Class,CUST-1162,Customer 1091,Consumer,United States,Houston,Texas,85001,East,PROD-1251,Technology,Phones,Phones Product 51,1419.44,4,0.1,293.13
ORD-100071,2024-06-28,2024-07-01,Second Class,CUST-1154,Customer 1156,Corporate,United States,San Jose,California,60601,West,PROD-1337,Furniture,Storage,Storage Product 49,201.66,6,0.0,25.61
ORD-100072,2025-12-01,2025-12-04,First Class,CUST-1184,Customer 1211,Corporate,United States,Tampa,Florida,85001,Central,PROD-1285,Furniture,Tables,Tables Product 49,203.14,1,0.2,5.15
ORD-100073,2024-01-18,2024-01-22,Standard Class,CUST-1114,Customer 1222,Corporate,United States,Spokane,Washington,10001,East,PROD-1132,Technology,Phones,Phones Product 1,506.79,1,0.05,70.12
ORD-100074,2025-04-02,2025-04-06,Same Day,CUST-1178,Customer 1135,Consumer,United States,Cincinnati,Ohio,85001,West,PROD-1313,Technology,Laptops,Laptops Product 67,1268.61,3,0.15,189.89
ORD-100075,2024-11-23,2024-11-24,Same Day,CUST-1239,Customer 1008,Corporate,United States,Columbus,Ohio,10001,South,PROD-1088,Office Supplies,Labels,Labels Product 78,1370.76,6,0.2,-37.22
ORD-100076,2024-06-30,2024-07-01,First Class,CUST-1085,Customer 1147,Consumer,United States,Phoenix,Arizona,10001,South,PROD-1285,Furniture,Bookcases,Bookcases Product 60,1356.4,5,0.05,21.19
ORD-100077,2025-12-09,2025-12-13,Same Day,CUST-1005,Customer 1037,Corporate,United States,San Jose,California,85001,Central,PROD-1226,Furniture,Tables,Tables Product 53,905.12,4,0.05,90.18
ORD-100078,2024-12-29,2024-12-30,Second Class,CUST-1115,,Corporate,United States,Dallas,Texas,90001,South,PROD-1237,Office Supplies,Art Supplies,Art Supplies Product 25,566.08,1,0.1,113.04
ORD-100079,2024-08-22,2024-08-24,First Class,CUST-1037,Customer 1075,Corporate,United States,Tacoma,Washington,73301,South,PROD-1341,Office Supplies,Paper,Paper Product 42,3840.3,6,0.05,878.04
ORD-100080,2025-11-07,2025-11-09,Second Class,CUST-1213,Customer 1027,Consumer,United States,Houston,Texas,43215,Central,PROD-1219,Technology,Accessories,Accessories Product 40,329.38,1,0.15,2.32
ORD-100081,2025-03-30,2025-04-01,Second Class,CUST-1064,Customer 1130,Corporate,United States,Chicago,Illinois,10001,West,PROD-1307,Furniture,Storage,Storage Product 53,1190.78,2,0.05,130.45
ORD-100082,2024-10-22,2024-10-25,Second Class,CUST-1098,Customer 1055,Home Office,United States,Chicago,Illinois,85001,Central,PROD-1069,Office Supplies,Binders,Binders Product 56,716.76,3,0.0,152.79
ORD-100083,2024-05-27,2024-05-30,Standard Class,CUST-1235,Customer 1226,Consumer,United States,Tampa,Florida,73301,Central,PROD-1073,Technology,Accessories,Accessories Product 73,1174.98,3,0.1,221.06
ORD-100084,2025-09-07,2025-09-12,Same Day,CUST-1172,Customer 1179,Corporate,United States,Los Angeles,California,98101,Central,PROD-1012,Technology,Phones,Phones Product 19,610.56,2,0.1,110.87
ORD-100085,2024-01-17,2024-01-20,Same Day,CUST-1223,Customer 1149,Consumer,United States,Rochester,New York,43215,West,PROD-1198,Technology,Printers,Printers Product 72,905.16,2,0.0,76.42
ORD-100086,2025-07-24,2025-07-26,Same Day,CUST-1199,Customer 1145,Home Office,United States,San Jose,California,73301,West,PROD-1086,Technology,Accessories,Accessories Product 7,89.84,2,0.05,1.97
ORD-100087,2024-05-16,2024-05-21,Second Class,CUST-1223,Customer 1222,Home Office,United States,Peoria,Illinois,10001,Central,PROD-1103,Furniture,Bookcases,Bookcases Product 17,1805.28,3,0.05,205.3
ORD-100088,2025-09-11,2025-09-13,First Class,CUST-1215,Customer 1108,Home Office,United States,Mesa,Arizona,43215,South,PROD-1004,Furniture,Bookcases,Bookcases Product 25,1275.68,4,0.1,194.04
ORD-100089,2025-03-01,2025-03-04,First Class,CUST-1013,Customer 1141,Corporate,United States,Los Angeles,California,85001,South,PROD-1227,Technology,Accessories,Accessories Product 39,642.52,4,0.1,124.54
ORD-100090,2025-04-21,2025-04-25,First Class,CUST-1121,Customer 1010,Corporate,United States,Springfield,Illinois,90001,East,PROD-1340,Furniture,Storage,Storage Product 5,1908.96,6,0.0,342.43
ORD-100091,2025-03-04,2025-03-09,Standard Class,CUST-1176,Customer 1193,Consumer,United States,San Jose,California,98101,East,PROD-1073, technology ,Accessories,Accessories Product 15,1208.94,6,0.05,101.08
ORD-100092,2024-03-01,2024-03-04,Second Class,CUST-1077,Customer 1226,Consumer,United States,Mesa,Arizona,43215,South,PROD-1260,Technology,Phones,Phones Product 59,345.2,5,0.3,38.23
ORD-100093,2024-08-30,2024-09-01,Standard Class,CUST-1241,Customer 1250,Home Office,United States,Seattle,Washington,85001,Central,PROD-1005,Technology,Laptops,Laptops Product 5,443.9,5,0.1,12.15
ORD-100094,2025-06-04,2025-06-06,First Class,CUST-1178,Customer 1082,Corporate,United States,Columbus,Ohio,90001,South,PROD-1003,Furniture,Bookcases,Bookcases Product 32,1179.18,3,0.0,96.38
ORD-100095,2024-03-29,2024-03-30,Same Day,CUST-1067,Customer 1123,Consumer,United States,Chicago,Illinois,90001,East,PROD-1226,Office Supplies,Binders,Binders Product 76,582.96,1,0.2,-28.01
ORD-100096,2024-09-17,2024-09-20,Standard Class,CUST-1176,Customer 1090,Corporate,United States,Columbus,Ohio,98101,West,PROD-1316,Furniture,Chairs,Chairs Product 48,202.5,3,0.15,9.51
ORD-100097,2025-08-15,2025-08-17,First Class,CUST-1056,Customer 1040,Corporate,United States,Chicago,Illinois,85001,East,PROD-1237,Technology,Printers,Printers Product 33,655.8,2,0.3,11.27
ORD-100098,2025-07-24,2025-07-25,Standard Class,CUST-1170,Customer 1100,Home Office,United States,New York City,New York,10001,Central,PROD-1188,Furniture,Storage,Storage Product 7,343.02,3,0.2,44.9
ORD-100099,2024-01-31,2024-02-02,Same Day,CUST-1002,Customer 1206,Consumer,United States,Springfield,Illinois,60601,South,PROD-1295,Technology,Laptops,Laptops Product 66,106.96,7,0.1,4.26
ORD-100100,2024-08-20,2024-08-25,First Class,CUST-1240,Customer 1070,Home Office,United States,New York City,New York,98101,East,PROD-1074,Technology,Accessories,Accessories Product 63,85.91,1,0.05,14.15
ORD-100101,2024-10-04,2024-10-07,Same Day,CUST-1017,Customer 1012,Corporate,United States,Chicago,Illinois,90001,Central,PROD-1193,Office Supplies,Binders,Binders Product 22,491.4,4,0.15,-12.88
ORD-100102,2024-11-01,2024-11-04,standard class,CUST-1180,Customer 1125,Home Office,United States,Buffalo,New York,60601,East,PROD-1033,Furniture,Storage,Storage Product 6,3798.54,6,0.2,140.66
ORD-100103,2025-04-03,2025-04-08,Same Day,CUST-1209,Customer 1099,Consumer,United States,Mesa,Arizona,90001,East,PROD-1271,Office Supplies,Labels,Labels Product 29,25.32,2,0.05,1.98
ORD-100104,2025-11-17,2025-11-18,Second Class,CUST-1236,Customer 1184,Consumer,United States,Orlando,Florida,60601,East,PROD-1084,Technology,Laptops,Laptops Product 6,952.62,6,0.1,48.19
ORD-100105,2025-05-21,2025-05-26,First Class,CUST-1064,Customer 1241,Consumer,United States,Peoria,Illinois,85001,South,PROD-1274,Office Supplies,Paper,Paper Product 15,216.63,1,0.3,-15.12
ORD-100106,2025-10-18,2025-10-22,First Class,CUST-1131,Customer 1093,Consumer,United States,Orlando,Florida,85001,South,PROD-1046,Office Supplies,Art Supplies,Art Supplies Product 15,2537.35,5,0.1,476.38
ORD-100107,2024-09-29,2024-09-30,Same Day,CUST-1063,Customer 1214,Corporate,United States,Spokane,Washington,60601,West,PROD-1344,Technology,Accessories,Accessories Product 72,2696.34,6,0.15,246.77
ORD-100108,2024-03-12,2024-03-15,Standard Class,CUST-1217,Customer 1033,Corporate,United States,Chicago,Illinois,90001,South,PROD-1267,Office Supplies,Art Supplies,Art Supplies Product 51,291.1,5,0.05,37.17
ORD-100109,2024-02-15,2024-02-16,Second Class,CUST-1168,Customer 1160,Corporate,United States,Miami,Florida,33101,West,PROD-1002,Technology,Phones,Phones Product 33,2312.03,7,0.3,-172.28
ORD-100110,2025-08-11,2025-08-13,Second Class,CUST-1122,Customer 1242,Home Office,United States,Seattle,Washington,73301,Central,PROD-1305,Technology,Phones,Phones Product 75,961.12,4,0.05,237.48
ORD-100111,2024-01-09,2024-01-11,Same Day,CUST-1062,Customer 1084,Corporate,United States,Buffalo,New York,43215,East,PROD-1007,Technology,Laptops,Laptops Product 75,2432.34,6,0.0,511.22
ORD-100112,2025-05-29,2025-05-31,Second Class,CUST-1012,Customer 1087,Consumer,United States,Tacoma,Washington,90001,West,PROD-1243,Furniture,Tables,Tables Product 19,2434.88,7,0.05,286.75
ORD-100113,2025-09-22,2025-09-24,First Class,CUST-1150,Customer 1037,Consumer,United States,Miami,Florida,10001,East,PROD-1202,Office Supplies,Binders,Binders Product 35,2161.3,5,0.1,51.44
ORD-100114,2024-07-25,2024-07-27,Standard Class,CUST-1024,Customer 1148,Consumer,United States,Spokane,Washington,33101,South,PROD-1020,Technology,Phones,Phones Product 60,548.21,1,0.0,136.17
ORD-100115,2025-02-23,2025-02-25,Same Day,CUST-1006,Customer 1039,Corporate,United States,New York City,New York,10001,East,PROD-1186,Furniture,Chairs,Chairs Product 12,949.42,2,0.15,158.67
ORD-100116,2025-06-03,2025-06-05,First Class,CUST-1037,Customer 1069,Corporate,United States,Houston,Texas,60601,West,PROD-1318,Office Supplies,Paper,Paper Product 60,2367.84,4,0.05,164.59
ORD-100117,2024-03-24,2024-03-25,Same Day,CUST-1066,Customer 1163,Consumer,United States,Spokane,Washington,60601,East,PROD-1164,Technology,Laptops,Laptops Product 45,145.56,2,0.0,19.48
ORD-100118,2024-01-10,2024-01-14,Second Class,CUST-1105,Customer 1001,Consumer,United States,Cincinnati,Ohio,33101,South,PROD-1171,Office Supplies,Labels,Labels Product 76,882.03,3,0.05,106.03
ORD-100119,2024-10-10,2024-10-11,Standard Class,CUST-1120,Customer 1044,Home Office,United States,Tucson,Arizona,43215,Central,PROD-1108,Technology,Phones,Phones Product 61,398.33,1,0.2,23.12
ORD-100120,2025-05-25,2025-05-28,Second Class,CUST-1229,Customer 1245,Home Office,United States,Houston,Texas,60601,West,PROD-1179,Furniture,Tables,Tables Product 78,3047.75,5,0.2,254.79
ORD-100121,2024-08-03,2024-08-08,Standard Class,CUST-1039,Customer 1223,Home Office,United States,Springfield,Illinois,10001,Central,PROD-1294,Furniture,Storage,Storage Product 23,45.45,3,0.05,4.09
ORD-100122,2025-01-09,2025-01-14,First Class,CUST-1086,Customer 1175,Corporate,United States,Orlando,Florida,90001,East,PROD-1119,Furniture,Chairs,Chairs Product 43,264.34,2,0.2,9.65
ORD-100123,2024-05-24,2024-05-25,Second Class,CUST-1196,Customer 1033,Consumer,United States,Dallas,Texas,10001,East,PROD-1142,Furniture,Tables,Tables Product 53,1132.72,2,0.0,53.57
ORD-100124,2024-08-07,2024-08-08,Standard Class,CUST-1089,Customer 1176,Consumer,United States,Dallas,Texas,90001,West,PROD-1077,Technology,Phones,Phones Product 31,1299.26,2,0.3,-63.21
ORD-100125,2025-01-15,2025-01-17,Second Class,CUST-1141,Customer 1233,Home Office,United States,Orlando,Florida,10001,West,PROD-1331,Technology,Laptops,Laptops Product 1,1323.9,6,0.3,-26.26
ORD-100126,2025-12-25,2025-12-30,First Class,CUST-1060,Customer 1093,Consumer,United States,Columbus,Ohio,90001,West,PROD-1224,Furniture,Tables,Tables Product 35,2898.49,7,0.05,311.82
ORD-100127,2025-09-13,2025-09-18,Second Class,CUST-1072,Customer 1048,Corporate,United States,Rochester,New York,98101,South,PROD-1117,Furniture,Tables,Tables Product 26,2443.38,6,0.3,-11.96
ORD-100128,2024-10-30,2024-11-01,Same Day,CUST-1123,Customer 1171,Consumer,United States,Springfield,Illinois,60601,East,PROD-1107,Technology,Printers,Printers Product 47,844.95,5,0.15,87.37
ORD-100129,2025-12-15,2025-12-18,Second Class,CUST-1078,Customer 1125,Consumer,United States,Columbus,Ohio,33101,Central,PROD-1027,Technology,Printers,Printers Product 29,151.35,3,0.2,6.81
ORD-100130,2025-02-23,2025-02-25,Standard Class,CUST-1094,Customer 1203,Home Office,United States,Buffalo,New York,43215,South,PROD-1074,Office Supplies,Art Supplies,Art Supplies Product 39,2813.4,6,0.0,772.04
ORD-100131,2024-11-07,2024-11-11,Same Day,CUST-1118,Customer 1007,Corporate,United States,Cincinnati,Ohio,90001,South,PROD-1173,Technology,Laptops,Laptops Product 47,373.95,1,0.05,87.04
ORD-100132,2024-04-27,2024-04-29,Same Day,CUST-1122,Customer 1121,Consumer,United States,Cleveland,Ohio,73301,South,PROD-1152,Office Supplies,Paper,Paper Product 49,2880.6,5,0.0,663.97
ORD-100133,2025-10-25,2025-10-28,Same Day,CUST-1202,Customer 1225,Home Office,United States,Springfield,Illinois,73301,West,PROD-1175,Furniture,Bookcases,Bookcases Product 49,1665.15,3,0.05,344.33
ORD-100134,2025-09-22,2025-09-26,First Class,CUST-1160,Customer 1011,Corporate,United States,Houston,Texas,90001,Central,PROD-1077,Office Supplies,Art Supplies,Art Supplies Product 57,365.35,5,0.2,30.72
